"clst_id","x1","x2","x3","bld","total","age_1","age_2","age_3","age_4","age_5","age_6","age_7","age_8","age_9","age_10","age_11","age_12","total2","fage_1","fage_2","fage_3","fage_4","fage_5","fage_6","fage_7","fage_8","fage_9","fage_10","fage_11","fage_12","mage_1","mage_2","mage_3","mage_4","mage_5","mage_6","mage_7","mage_8","mage_9","mage_10","mage_11","mage_12","lon","lat"
465,0.471323000027405,0.501329557080676,0.487891198758736,243,16390,1203,1212,2380,2412,1807,2348,1825,1124,724,580,404,371,16390,685,691,1291,1259,918,1230,897,601,412,291,221,189,518,521,1089,1153,889,1118,928,523,312,289,183,182,0.4833333333335,0.4833333333335
466,0.522910784452377,0.47488916635954,0.470543283453214,285,23172,1744,1675,3387,3291,2550,3256,2506,1686,1119,815,553,590,23172,929,846,1681,1799,1352,1839,1290,819,577,414,273,290,815,829,1706,1492,1198,1417,1216,867,542,401,280,300,0.5166666666665,0.4833333333335
467,0.451144682358145,0.513288663317416,0.504022976668755,234,27535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.4833333333335
468,0.416019034362497,0.43684942173569,0.441876113472941,255,38783,2775,2851,5598,5565,4298,5505,4277,2860,1864,1397,871,922,38783,1417,1509,3107,2884,2288,2748,2207,1482,1005,684,453,506,1358,1342,2491,2681,2010,2757,2070,1378,859,713,418,416,0.5833333333335,0.4833333333335
469,0.403523158766089,0.474565756022679,0.499374915390699,274,50101,3574,3621,7201,7341,5395,7207,5523,3601,2432,1787,1171,1248,50101,1803,1945,3735,4124,2828,3541,2732,1829,1160,913,657,682,1771,1676,3466,3217,2567,3666,2791,1772,1272,874,514,566,0.6166666666665,0.4833333333335
470,0.49014754025338,0.513663942379233,0.566214343337039,290,49403,3571,3608,7118,7085,5353,7046,5390,3658,2469,1760,1131,1214,49403,1821,1699,3725,4074,2825,3378,2692,1901,1276,967,574,610,1750,1909,3393,3011,2528,3668,2698,1757,1193,793,557,604,0.65,0.4833333333335
471,0.43960886533455,0.528815966694226,0.416436907395325,267,29702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6833333333335,0.4833333333335
472,0.489595059302881,0.508538906771179,0.463718699441306,289,36783,2583,2701,5244,5445,4032,5319,3944,2651,1755,1364,899,846,36783,1303,1471,2944,2830,2074,2853,2250,1412,986,725,463,415,1280,1230,2300,2615,1958,2466,1694,1239,769,639,436,431,0.7166666666665,0.4833333333335
473,0.436226047042735,0.489926960838403,0.467416100301048,228,37439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.4833333333335
474,0.426999056287393,0.39458159420996,0.45913189082996,222,36579,2721,2660,5298,5294,3991,5333,3888,2632,1792,1280,855,835,36579,1482,1433,2830,2615,1898,2902,2049,1399,983,686,441,470,1239,1227,2468,2679,2093,2431,1839,1233,809,594,414,365,0.7833333333335,0.4833333333335
475,0.516663391016572,0.474792791556238,0.323600098204732,220,36165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8166666666665,0.4833333333335
476,0.503745493503897,0.486642573908214,0.383907436359643,279,34151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.4833333333335
477,0.491768841927664,0.460369192881355,0.440036671208361,239,40241,2883,3028,5766,5880,4323,5799,4336,2976,1944,1382,933,991,40241,1546,1564,2780,3134,2436,3001,2370,1551,1030,705,486,530,1337,1464,2986,2746,1887,2798,1966,1425,914,677,447,461,0.8833333333335,0.4833333333335
478,0.482286398760206,0.496398012096024,0.429359892949475,237,53769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9166666666665,0.4833333333335
479,0.463892174359095,0.516623647346715,0.473952971425988,290,46342,3311,3444,6753,6665,4987,6665,4969,3445,2224,1620,1132,1127,46342,1783,1644,3324,3638,2635,3519,2602,1825,1172,845,623,607,1528,1800,3429,3027,2352,3146,2367,1620,1052,775,509,520,0.95,0.4833333333335
480,0.477843085865107,0.45645039191574,0.450571388038384,214,26620,1958,1865,3970,3830,2902,3786,2942,1907,1227,971,650,612,26620,1025,1012,2050,1882,1467,2018,1650,1003,652,526,354,318,933,853,1920,1948,1435,1768,1292,904,575,445,296,294,0.9833333333335,0.4833333333335
481,0.478454190540425,0.538957851382894,0.580155710668537,263,17817,1294,1257,2569,2603,1961,2558,1940,1237,876,628,470,424,17817,609,706,1376,1444,1001,1397,980,669,457,329,253,216,685,551,1193,1159,960,1161,960,568,419,299,217,208,0.0166666666665,0.45
482,0.488199492264735,0.42849502519605,0.617428858832955,255,8086,570,607,1199,1124,919,1181,886,567,366,278,175,214,8086,295,313,623,587,504,653,510,286,184,149,92,117,275,294,576,537,415,528,376,281,182,129,83,97,0.05,0.45
483,0.533933350390417,0.514603764779729,0.517233091720126,269,4717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333335,0.45
484,0.45058951934954,0.466829565364623,0.450817947466161,231,2886,190,189,408,420,319,416,338,218,147,102,72,67,2886,94,92,209,212,160,221,173,117,76,52,39,36,96,97,199,208,159,195,165,101,71,50,33,31,0.1166666666665,0.45
485,0.408621487290137,0.489407514026681,0.434345163708205,212,2282,156,164,342,350,264,330,236,155,102,73,50,60,2282,84,88,184,165,140,175,121,87,53,39,26,32,72,76,158,185,124,155,115,68,49,34,24,28,0.15,0.45
486,0.481811048853176,0.438362276886815,0.546197266858512,231,3126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1833333333335,0.45
487,0.443891046035424,0.461457288382952,0.519868354545524,237,3080,213,223,432,446,334,459,350,219,148,105,79,72,3080,108,120,234,226,184,238,183,114,79,55,42,38,105,103,198,220,150,221,167,105,69,50,37,34,0.2166666666665,0.45
488,0.490014295504534,0.566268414302313,0.388463552174942,229,1908,133,140,270,261,221,284,198,135,90,83,39,54,1908,77,76,141,131,115,156,107,66,47,44,22,29,56,64,129,130,106,128,91,69,43,39,17,25,0.25,0.45
489,0.518400738635525,0.492169028253508,0.445117832635485,255,1498,118,105,207,187,155,227,176,115,82,54,37,35,1498,58,54,110,101,79,118,94,61,41,31,22,20,60,51,97,86,76,109,82,54,41,23,15,15,0.2833333333335,0.45
490,0.491708280497579,0.484330919682028,0.534779778115005,243,2832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3166666666665,0.45
491,0.419766547136001,0.473012999259493,0.450931107303951,201,2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.45
492,0.491912095999614,0.501544626768096,0.668170077157911,291,4271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3833333333335,0.45
493,0.494178365315866,0.466624521593996,0.472855360070573,214,4880,363,347,716,692,531,708,537,332,245,178,114,117,4880,197,191,397,371,259,383,255,167,136,96,65,57,166,156,319,321,272,325,282,165,109,82,49,60,0.4166666666665,0.45
494,0.470899866528937,0.523591485022788,0.414084039128455,238,7702,583,538,1106,1115,861,1105,803,540,402,279,179,191,7702,319,282,536,621,481,628,391,294,230,154,90,104,264,256,570,494,380,477,412,246,172,125,89,87,0.45,0.45
495,0.545012516089034,0.401182477442427,0.566711962907162,282,14389,1034,1047,2096,2090,1546,2099,1503,1090,712,495,344,333,14389,534,554,1132,1096,817,1077,808,568,390,238,186,169,500,493,964,994,729,1022,695,522,322,257,158,164,0.4833333333335,0.45
496,0.45295208141723,0.47060687074346,0.413870226641246,228,17516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5166666666665,0.45
497,0.558611114526501,0.48808154437652,0.554517325609762,293,31990,2356,2322,4570,4669,3457,4590,3472,2310,1544,1120,796,784,31990,1259,1245,2226,2314,1935,2227,1762,1212,803,572,392,396,1097,1077,2344,2355,1522,2363,1710,1098,741,548,404,388,0.55,0.45
498,0.474003877320955,0.406947773797281,0.497107369870607,237,32550,2395,2405,4631,4642,3555,4627,3615,2339,1544,1138,858,801,32550,1230,1182,2516,2452,1773,2470,1873,1259,858,590,466,422,1165,1223,2115,2190,1782,2157,1742,1080,686,548,392,379,0.5833333333335,0.45
499,0.511687470767673,0.511437152510032,0.377568165348847,253,29022,2072,2122,4275,4247,3160,4112,3107,2094,1369,1073,710,681,29022,1140,1118,2343,2051,1676,2109,1675,1088,704,584,370,363,932,1004,1932,2196,1484,2003,1432,1006,665,489,340,318,0.6166666666665,0.45
500,0.466916056652718,0.456860899007853,0.517624500750668,269,28009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.45
501,0.447048597443497,0.45878031514249,0.544928550578067,257,34499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6833333333335,0.45
502,0.49635896932167,0.475594646837472,0.386102856110071,231,31429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7166666666665,0.45
503,0.491317232790718,0.416208530564636,0.588367467199077,257,45189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.45
504,0.493740336422613,0.499823519200151,0.444902812002455,268,38472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7833333333335,0.45
505,0.473388115074084,0.460355668541716,0.422973824990718,287,41528,2934,3077,5986,5967,4577,5918,4507,2987,2010,1512,972,1081,41528,1470,1678,3285,3190,2352,3173,2348,1458,1046,774,531,570,1464,1399,2701,2777,2225,2745,2159,1529,964,738,441,511,0.8166666666665,0.45
506,0.453851657153408,0.399717583580819,0.462603254041673,241,48801,3518,3548,7075,6954,5292,7012,5327,3594,2394,1744,1163,1180,48801,1942,1899,3602,3653,2711,3685,2870,1850,1216,892,617,643,1576,1649,3473,3301,2581,3327,2457,1744,1178,852,546,537,0.85,0.45
507,0.485865854382334,0.433158416447692,0.559542637594627,297,59677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8833333333335,0.45
508,0.456448420999738,0.442516948578486,0.468914308035846,276,39847,2874,2961,5753,5830,4310,5715,4236,2875,1882,1434,968,1009,39847,1470,1509,3087,3118,2361,2978,2204,1587,1052,738,492,509,1404,1452,2666,2712,1949,2737,2032,1288,830,696,476,500,0.9166666666665,0.45
509,0.468036458590108,0.457661669838882,0.519640069217781,284,50291,3579,3593,7248,7263,5491,7319,5583,3656,2369,1848,1189,1153,50291,2029,1856,3935,3754,2851,3981,2904,2018,1124,950,670,587,1550,1737,3313,3509,2640,3338,2679,1638,1245,898,519,566,0.95,0.45
510,0.515514472788898,0.404330423903488,0.479565976537944,238,43771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9833333333335,0.45
511,0.463769672850288,0.529876278481981,0.56816946426899,283,20786,1487,1512,2988,2973,2287,2944,2304,1549,950,777,496,519,20786,693,818,1530,1563,1166,1522,1264,855,476,385,266,293,794,694,1458,1410,1121,1422,1040,694,474,392,230,226,0.0166666666665,0.4166666666665
512,0.552906645004224,0.439148531653084,0.507141753023493,282,9502,728,675,1325,1381,1030,1361,1072,702,461,314,217,236,9502,379,350,719,722,555,746,541,365,247,156,113,131,349,325,606,659,475,615,531,337,214,158,104,105,0.05,0.4166666666665
513,0.473043406970159,0.44308418738423,0.553824324981345,270,5483,351,377,818,833,567,810,551,415,298,204,133,126,5483,170,203,451,464,292,432,292,231,157,111,69,61,181,174,367,369,275,378,259,184,141,93,64,65,0.0833333333335,0.4166666666665
514,0.433347351297828,0.452281309069746,0.498376765904444,226,4306,318,281,639,620,474,609,476,330,207,161,98,93,4306,164,138,317,312,234,320,254,176,116,83,55,49,154,143,322,308,240,289,222,154,91,78,43,44,0.1166666666665,0.4166666666665
515,0.486277870785591,0.444190147395774,0.544279090838001,234,3660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.4166666666665
516,0.442778806707633,0.415734214449302,0.500787603392994,258,3447,228,260,529,518,375,462,399,236,160,119,78,83,3447,113,130,277,271,199,232,211,133,83,61,42,45,115,130,252,247,176,230,188,103,77,58,36,38,0.1833333333335,0.4166666666665
517,0.46019328809272,0.467478075972726,0.533423399892638,237,3215,237,239,501,461,331,464,329,226,159,124,77,67,3215,115,131,274,247,182,261,172,121,80,64,41,33,122,108,227,214,149,203,157,105,79,60,36,34,0.2166666666665,0.4166666666665
518,0.468426529388076,0.455426026830446,0.454094429921061,231,2302,156,155,351,350,252,332,264,152,108,80,54,48,2302,80,85,192,202,129,184,138,73,61,42,28,24,76,70,159,148,123,148,126,79,47,38,26,24,0.25,0.4166666666665
519,0.456070709821064,0.479061528379136,0.491126958204152,224,2049,143,156,298,279,218,304,237,143,103,85,33,50,2049,79,81,151,147,114,159,123,71,51,44,18,25,64,75,147,132,104,145,114,72,52,41,15,25,0.2833333333335,0.4166666666665
520,0.522152548201989,0.450556254312641,0.522675928773306,257,2452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3166666666665,0.4166666666665
521,0.494647251274812,0.514640096768783,0.622087893217896,286,3520,231,249,498,501,387,514,389,261,176,132,92,90,3520,114,124,278,274,202,267,196,131,91,72,51,50,117,125,220,227,185,247,193,130,85,60,41,40,0.35,0.4166666666665
522,0.428055352753902,0.551357935616132,0.520785160618716,278,4025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3833333333335,0.4166666666665
523,0.488089226439482,0.444198656615728,0.222698280974515,213,2855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4166666666665,0.4166666666665
524,0.436699864894579,0.441322011537042,0.576815209678189,261,8270,567,548,1154,1221,910,1260,878,569,432,329,201,201,8270,297,298,593,625,434,667,451,296,218,166,107,111,270,250,561,596,476,593,427,273,214,163,94,90,0.45,0.4166666666665
525,0.483101163842129,0.427278494602258,0.591793320583744,255,13557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4833333333335,0.4166666666665
526,0.475692313791338,0.521106998339548,0.378823334142628,235,14151,1077,1001,2056,1998,1600,1991,1539,1028,674,486,341,360,14151,581,499,1080,1110,804,1048,837,540,363,248,185,186,496,502,976,888,796,943,702,488,311,238,156,174,0.5166666666665,0.4166666666665
527,0.566065371089266,0.426612966677488,0.468001201327447,227,24636,1665,1829,3668,3571,2668,3575,2700,1762,1150,876,593,579,24636,839,921,1968,1945,1359,1917,1446,896,618,464,306,295,826,908,1700,1626,1309,1658,1254,866,532,412,287,284,0.55,0.4166666666665
528,0.56329299528268,0.482348450009776,0.519615705669512,272,36186,2673,2535,5203,5149,3896,5274,3999,2608,1786,1320,901,842,36186,1353,1338,2878,2694,2018,2801,1909,1292,975,693,470,420,1320,1197,2325,2455,1878,2473,2090,1316,811,627,431,422,0.5833333333335,0.4166666666665
529,0.487435250019744,0.427221149619765,0.434075878656367,249,22491,1579,1618,3299,3166,2428,3306,2454,1641,1084,769,584,563,22491,881,891,1759,1650,1363,1743,1294,834,532,393,302,301,698,727,1540,1516,1065,1563,1160,807,552,376,282,262,0.6166666666665,0.4166666666665
530,0.544053124239839,0.502719428848816,0.618894739263981,328,38243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.4166666666665
531,0.449632158111846,0.39909521417974,0.537896903355631,259,37677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6833333333335,0.4166666666665
532,0.514406553381689,0.453405501619001,0.401253691272302,240,38120,2740,2728,5390,5631,4135,5452,4203,2693,1875,1443,935,895,38120,1412,1469,2782,2970,2274,3089,2254,1424,982,797,521,485,1328,1259,2608,2661,1861,2363,1949,1269,893,646,414,410,0.7166666666665,0.4166666666665
533,0.514716743379562,0.37291403410331,0.576677412683556,259,47969,3528,3483,6948,6883,5200,6829,5206,3516,2299,1735,1171,1171,47969,1835,1832,3383,3756,2697,3700,2682,1859,1166,900,620,624,1693,1651,3565,3127,2503,3129,2524,1657,1133,835,551,547,0.75,0.4166666666665
534,0.449480093968553,0.429950132090532,0.480380537697819,261,50715,3643,3596,7419,7255,5508,7376,5534,3681,2412,1906,1223,1162,50715,2045,1995,3860,3523,2949,3915,3027,1853,1268,1011,639,606,1598,1601,3559,3732,2559,3461,2507,1828,1144,895,584,556,0.7833333333335,0.4166666666665
535,0.483037023913213,0.421574566806879,0.492254423431374,258,65626,4798,4744,9467,9402,7146,9426,7213,4733,3207,2368,1523,1599,65626,2475,2433,4706,4927,3470,5107,3964,2469,1762,1270,850,832,2323,2311,4761,4475,3676,4319,3249,2264,1445,1098,673,767,0.8166666666665,0.4166666666665
536,0.521864361230965,0.44817995588488,0.584580835073021,303,78862,5738,5779,11347,11372,8592,11239,8537,5814,3742,2890,1918,1894,78862,2765,3019,6228,6276,4315,5690,4398,3100,2036,1574,1089,983,2973,2760,5119,5096,4277,5549,4139,2714,1706,1316,829,911,0.85,0.4166666666665
537,0.451555305896217,0.46341404044083,0.495386183474102,301,63853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8833333333335,0.4166666666665
538,0.479591921307179,0.5008763884547,0.423148114699293,247,42180,3047,3022,6090,6117,4428,6329,4501,3149,2036,1461,981,1019,42180,1644,1626,2799,3140,2202,3682,2180,1693,1012,745,530,512,1403,1396,3291,2977,2226,2647,2321,1456,1024,716,451,507,0.9166666666665,0.4166666666665
539,0.491971815348428,0.432167867337969,0.397580737615252,228,33861,2462,2540,4895,4901,3609,4858,3618,2463,1628,1197,804,886,33861,1324,1455,2844,2380,1936,2655,1890,1371,816,613,443,476,1138,1085,2051,2521,1673,2203,1728,1092,812,584,361,410,0.95,0.4166666666665
540,0.541902134063357,0.452508491584164,0.493066264746178,255,40281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9833333333335,0.4166666666665
541,0.489964117811198,0.451799625568836,0.477504765269709,236,18601,1352,1328,2734,2785,1958,2694,1952,1391,853,667,424,463,18601,703,704,1475,1574,1076,1466,1044,775,421,345,231,235,649,624,1259,1211,882,1228,908,616,432,322,193,228,0.0166666666665,0.3833333333335
542,0.456541731417365,0.438168142819085,0.457860159374677,222,11460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.3833333333335
543,0.503835218609517,0.542701569349455,0.403934714920749,239,12752,977,949,1817,1760,1414,1831,1367,955,590,486,287,319,12752,512,518,996,949,693,1009,749,520,327,264,150,167,465,431,821,811,721,822,618,435,263,222,137,152,0.0833333333335,0.3833333333335
544,0.51759291607649,0.44751965290222,0.442648192416936,238,7771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1166666666665,0.3833333333335
545,0.4374621094759,0.468840906455642,0.556471344577576,251,4920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.3833333333335
546,0.498483410480326,0.44429945473455,0.421618913151825,251,3822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1833333333335,0.3833333333335
547,0.498159174689919,0.485879135834373,0.459438729820558,251,2882,195,214,406,404,326,421,328,195,142,96,78,77,2882,105,106,217,232,168,215,176,103,76,48,43,39,90,108,189,172,158,206,152,92,66,48,35,38,0.2166666666665,0.3833333333335
548,0.515592091958162,0.447847920415293,0.482617628812801,254,2455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.3833333333335
549,0.477754205408871,0.456132326719783,0.452112999524164,223,2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2833333333335,0.3833333333335
550,0.446496190181042,0.429482549512018,0.41638984874867,212,2069,150,152,286,301,212,309,229,154,100,70,47,59,2069,78,81,164,168,122,166,127,83,54,37,24,31,72,71,122,133,90,143,102,71,46,33,23,28,0.3166666666665,0.3833333333335
551,0.476023652227294,0.454977070722908,0.491476779524987,233,3095,217,240,445,423,370,439,345,210,149,109,74,74,3095,120,132,219,203,189,227,178,106,75,60,42,39,97,108,226,220,181,212,167,104,74,49,32,35,0.35,0.3833333333335
552,0.527805506053074,0.468712715531744,0.491996802489485,271,5183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3833333333335,0.3833333333335
553,0.563029103426388,0.456353383660332,0.56696717416671,258,7307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4166666666665,0.3833333333335
554,0.545069664262651,0.489805665607969,0.65313570092903,292,13405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.3833333333335
555,0.399715926846604,0.497567819751782,0.419329497959937,231,11740,871,857,1720,1645,1286,1708,1309,857,574,379,269,265,11740,475,436,884,884,648,879,719,444,305,179,132,150,396,421,836,761,638,829,590,413,269,200,137,115,0.4833333333335,0.3833333333335
556,0.450626609852063,0.473515167768541,0.392738226173054,233,14103,1007,995,2056,2064,1544,1977,1554,1075,668,497,325,341,14103,556,518,1033,988,870,1019,822,583,346,269,173,180,451,477,1023,1076,674,958,732,492,322,228,152,161,0.5166666666665,0.3833333333335
557,0.436747994397198,0.468725045357032,0.445822041974374,227,22426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.3833333333335
558,0.51360019820564,0.427821303227787,0.436247651563933,249,27847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5833333333335,0.3833333333335
559,0.508991012183545,0.446844994327743,0.453713181586036,265,20302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6166666666665,0.3833333333335
560,0.436827671729132,0.449235364686549,0.586645348005824,239,20996,1520,1486,3055,3092,2293,3011,2279,1461,1016,769,544,470,20996,795,740,1615,1528,1236,1501,1232,732,527,429,277,249,725,746,1440,1564,1057,1510,1047,729,489,340,267,221,0.65,0.3833333333335
